# Force coefficients
# liftDir    : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis  : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf    : 3.000000e+01
# lRef       : 1.000000e+00
# Aref       : 1.000000e+00
# CofR       : (7.200000e-01 0.000000e+00 0.000000e+00)
# Time       	Cm           	Cd           	Cl           	Cl(f)        	Cl(r)        	Cm	Cd	Cl	Cl(f)	Cl(r)
1.000000e+00	5.328478e-02	5.025815e-02	-9.483255e-03	4.854315e-02	-5.802641e-02
2.000000e+00	9.933226e-02	9.678037e-02	-2.046792e-02	8.909830e-02	-1.095662e-01
3.000000e+00	9.514359e-02	8.193542e-02	-2.955862e-02	8.036428e-02	-1.099229e-01
4.000000e+00	4.981653e-02	1.418384e-02	-4.121376e-02	2.920965e-02	-7.042341e-02
5.000000e+00	1.116200e-02	-4.420436e-02	-4.319902e-02	-1.043751e-02	-3.276151e-02
6.000000e+00	1.117536e-02	-4.614660e-02	-3.043128e-02	-4.040277e-03	-2.639101e-02
7.000000e+00	3.998062e-02	-1.390133e-03	-1.380679e-02	3.307723e-02	-4.688402e-02
8.000000e+00	6.797466e-02	4.573802e-02	-6.672573e-03	6.463838e-02	-7.131095e-02
9.000000e+00	7.331334e-02	6.048479e-02	-1.518818e-02	6.571926e-02	-8.090743e-02
1.000000e+01	5.864984e-02	4.222485e-02	-2.979289e-02	4.375340e-02	-7.354629e-02
1.100000e+01	4.122736e-02	1.517207e-02	-3.805850e-02	2.219811e-02	-6.025661e-02
1.200000e+01	3.431916e-02	1.060979e-03	-3.475346e-02	1.694243e-02	-5.169589e-02
1.300000e+01	3.992175e-02	4.990826e-03	-2.407455e-02	2.788448e-02	-5.195903e-02
1.400000e+01	4.968635e-02	1.720021e-02	-1.584516e-02	4.176377e-02	-5.760893e-02
1.500000e+01	5.511646e-02	2.577586e-02	-1.525179e-02	4.749056e-02	-6.274235e-02
1.600000e+01	5.431237e-02	2.646961e-02	-1.950890e-02	4.455792e-02	-6.406682e-02
1.700000e+01	4.948263e-02	2.291822e-02	-2.661553e-02	3.617486e-02	-6.279039e-02
1.800000e+01	4.624655e-02	2.009079e-02	-2.867727e-02	3.190792e-02	-6.058518e-02
1.900000e+01	4.551826e-02	1.976987e-02	-2.694002e-02	3.204825e-02	-5.898827e-02
2.000000e+01	4.646380e-02	2.088370e-02	-2.378535e-02	3.457112e-02	-5.835647e-02
2.100000e+01	4.784025e-02	2.189058e-02	-2.112057e-02	3.727997e-02	-5.840054e-02
2.200000e+01	4.887553e-02	2.181892e-02	-1.990037e-02	3.892535e-02	-5.882571e-02
2.300000e+01	4.906826e-02	2.097895e-02	-2.036856e-02	3.888398e-02	-5.925254e-02
2.400000e+01	4.868944e-02	2.043641e-02	-2.150030e-02	3.793929e-02	-5.943959e-02
2.500000e+01	4.831758e-02	2.071189e-02	-2.220246e-02	3.721634e-02	-5.941881e-02
2.600000e+01	4.818089e-02	2.181533e-02	-2.228873e-02	3.703652e-02	-5.932526e-02
2.700000e+01	4.804703e-02	2.286085e-02	-2.203805e-02	3.702801e-02	-5.906606e-02
2.800000e+01	4.783052e-02	2.306501e-02	-2.159483e-02	3.703310e-02	-5.862794e-02
2.900000e+01	4.769811e-02	2.252136e-02	-2.114638e-02	3.712492e-02	-5.827130e-02
3.000000e+01	4.762914e-02	2.177320e-02	-2.073811e-02	3.726009e-02	-5.799820e-02
3.100000e+01	4.774236e-02	2.144707e-02	-2.028817e-02	3.759828e-02	-5.788645e-02
3.200000e+01	4.799881e-02	2.159773e-02	-1.976933e-02	3.811415e-02	-5.788348e-02
3.300000e+01	4.824929e-02	2.209651e-02	-1.937641e-02	3.856109e-02	-5.793750e-02
3.400000e+01	4.827336e-02	2.266164e-02	-1.934839e-02	3.859917e-02	-5.794755e-02
3.500000e+01	4.813836e-02	2.287896e-02	-1.939817e-02	3.843928e-02	-5.783745e-02
3.600000e+01	4.794615e-02	2.283513e-02	-1.937735e-02	3.825748e-02	-5.763483e-02
3.700000e+01	4.776959e-02	2.264659e-02	-1.915903e-02	3.819008e-02	-5.734911e-02
3.800000e+01	4.771249e-02	2.247141e-02	-1.867324e-02	3.837587e-02	-5.704911e-02
3.900000e+01	4.779423e-02	2.245564e-02	-1.811587e-02	3.873630e-02	-5.685216e-02
4.000000e+01	4.791471e-02	2.258056e-02	-1.771394e-02	3.905774e-02	-5.677168e-02
4.100000e+01	4.798805e-02	2.273655e-02	-1.750332e-02	3.923639e-02	-5.673971e-02
4.200000e+01	4.799855e-02	2.285606e-02	-1.739230e-02	3.930240e-02	-5.669469e-02
4.300000e+01	4.792813e-02	2.286935e-02	-1.729609e-02	3.928008e-02	-5.657617e-02
4.400000e+01	4.783040e-02	2.282732e-02	-1.712648e-02	3.926716e-02	-5.639364e-02
4.500000e+01	4.776444e-02	2.279961e-02	-1.686240e-02	3.933324e-02	-5.619564e-02
4.600000e+01	4.775078e-02	2.282012e-02	-1.654537e-02	3.947810e-02	-5.602347e-02
4.700000e+01	4.777898e-02	2.287738e-02	-1.622231e-02	3.966782e-02	-5.589013e-02
4.800000e+01	4.784212e-02	2.295479e-02	-1.589825e-02	3.989300e-02	-5.579125e-02
4.900000e+01	4.786705e-02	2.300778e-02	-1.572294e-02	4.000558e-02	-5.572852e-02
5.000000e+01	4.784290e-02	2.301938e-02	-1.564203e-02	4.002189e-02	-5.566392e-02
5.100000e+01	4.781414e-02	2.304709e-02	-1.552508e-02	4.005160e-02	-5.557668e-02
5.200000e+01	4.778795e-02	2.308021e-02	-1.534694e-02	4.011448e-02	-5.546142e-02
5.300000e+01	4.777332e-02	2.311604e-02	-1.511884e-02	4.021390e-02	-5.533274e-02
5.400000e+01	4.776053e-02	2.314176e-02	-1.492324e-02	4.029891e-02	-5.522215e-02
5.500000e+01	4.778385e-02	2.320850e-02	-1.467241e-02	4.044764e-02	-5.512005e-02
5.600000e+01	4.780749e-02	2.327324e-02	-1.447293e-02	4.057102e-02	-5.504396e-02
